Ref,Author,Label1,Label2,Label3,SiO2,Volcanic_plutonic,Rock_Name,Desritpion_paper,Locality,Country,Sample_id,Methods,Li,Be,B,F,Na,Al,P,S,Cl,K,Ca,Sc,Ti,V,Cr, Mn,Fe,Ga,Sr,Y,Nb,Mo,Sn,Ba,La,Ce,Pr,Nd,Sm,Eu,Gd,Tb,Dy,Ho,Er,Tm,Yb,Lu,Hf,Ta,Pb,Th,U
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,An-165-1A,LA-ICP-MS,,,,,,,101.8969505,,,,,,15.89244579,,,,,,,209.9493571,10.99769883,,0.530361305,,,3.264303533,0.146973403,1.973616929,3.199254274,1.503204764,9.988140448,,27.23627439,7.685722868,27.72780921,,32.8733654,6.098323335,10700,6.894990775,0.827757488,28.06927851,58.7730574
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,An-165-2A,LA-ICP-MS,,,,,,,95.85598605,,,,,,15.14337429,,,,,,,182.9679738,9.118112818,,0.431568474,,,3.445787683,0.132860893,2.07047305,2.502630297,1.407155623,9.462514425,,25.36754192,6.868072175,24.68655015,,29.00113799,5.387758694,10000,5.993723564,0.76918547,27.19552305,53.26031918
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,An-165-1B,LA-ICP-MS,,,,,,,41.89,,,,,,4.278829322,,,,,,,44.90303921,1.55385403,,0.39,,,0.71,0.03,,,0.167780271,1.41193431,,5.306477733,1.71166036,6.476704389,,8.610150303,1.602443452,10700,1.289405119,,2.721990632,10.85796414
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,An-K62-1A,LA-ICP-MS,,,,,,,54.56,,,,,,15.04588348,,,,,,,72.92213295,4.697489351,,0.67,0.16,0.2,2.49,0.14,1.18,1.06,1.084979088,4.778067556,,9.766396761,2.738656575,8.514545956,,12.31832546,1.786163083,11800,1.634931981,1.48,5.772674473,11.49606251
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,An-K62-2A,LA-ICP-MS,,,,,,,50.55,,,,,,11.75678337,,,,,,,80.78519879,2.6586173,,,,,1.16,0.1,0.9,1.32,0.86127206,3.959554913,,11.07753036,3.215846736,10.19929616,,13.66002987,2.184222284,10500,2.09001614,1.05,6.101367681,15.10852262
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,An-K62-1B,LA-ICP-MS,,,,,,,53.46,,,,,,4.678719912,,,,,,,172.8263612,6.305234273,,0.29,,,3.62,0.11,1.3,2.07,1.532393145,7.653093216,,22.03117409,6.57692526,24.17162572,,36.17319588,6.634320022,8100,7.913407886,0.58,16.29085714,55.62776891
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,An-K62-2B,LA-ICP-MS,,,,,,,34.93,,,,,,4.878665208,,,,182.45,,0.11,126.6748967,4.122653178,,0.35,0.06,,2.82,0.06,1.73,1.92,1.163276548,5.862596809,,16.42530364,4.8756386,16.83741375,,26.80239426,4.695057247,5700,4.753101222,0.61,12.81903513,41.64106439
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,An-K53-1A,LA-ICP-MS,,,,,,,50.04,,,,,,26.34279267,,,,,,0.27,45.41650445,3.475962484,,,,0.04,1.2,0.05,0.75,0.76,0.671121085,2.87502566,,6.999595142,1.628670766,5.841139939,,6.919814048,1.173764312,14100,3.076031819,0.15,3.975133489,9.468556411
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,An-K53-2A,LA-ICP-MS,,,,,,,45.44,,,,,,22.75377462,,,0.39,34.09,,0.48,39.1039023,2.937053571,,0.4,0.52,0.07,1.04,0.05,0.68,1.04,0.458599408,2.40438089,,6.225303644,1.358954588,4.973544024,,5.440769824,0.887978218,12300,2.536672815,,3.656711944,7.924770039
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,An-K53-1B,LA-ICP-MS,,,,,,,47.43,,,,,,13.34634847,,,,,,0.22,12.70574787,2.119708388,,0.25,,,0.6,,,,0.134224217,0.511570402,,1.455668016,0.539432356,1.765456804,,2.218566336,0.275579447,13700,2.873772193,,1.345587822,4.806321569
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,An-K53-2B,LA-ICP-MS,,,,,,,51.21,,,,,,20.86429158,,,,,,,19.25998072,2.937053571,,0.43,,,0.74,,,,0.268448434,0.8901325,,2.61194332,0.798774834,2.501904499,,2.789054822,0.469505725,16200,2.637802629,,1.602379391,5.351792754
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,An-K-65-1A,LA-ICP-MS,,,,,,,32.11,,,,,,15.62572484,,,,,,0.15,24.91816638,1.850253932,,0.37,,,0.55,0.04,0.38,0.35,0.246077731,1.186843333,,3.644331984,0.954380322,3.026497378,,3.655352153,0.622605417,10500,1.356824994,0.4,1.653737705,4.816613479
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,An-K-65-2A,LA-ICP-MS,,,,,,,34.84,,,,,,19.3247128,,,0.19,,,0.11,31.08981728,2.272399246,,0.33,0.09,,0.69,,,0.34,0.31318984,1.790496408,,4.625101215,1.120359508,4.035329837,,4.75407072,0.704258587,11800,1.702351856,0.57,2.074875878,5.804636756
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,An-K65-1B,LA-ICP-MS,,,,,,,55.19,,,,,,7.83785558,,,,,,,37.15072078,2.766399083,,0.42,,,1.17,0.03,0.36,0.4,0.290819137,1.83142204,,4.872874494,1.379701987,5.094603919,,7.564254745,1.326864004,8100,2.77264238,0.51,3.153400468,14.8615168
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,An-K65-2B,LA-ICP-MS,,,,,,,30.54,,,,,,6.368257659,,,,,,0.11,17.7900606,1.598763106,,,,,0.63,,,0.24,0.145409568,0.757124195,,2.498380567,0.695037843,2.370756279,,3.391237113,0.622605417,5700,1.65178695,0.11,1.571564403,7.80126713
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,An134-A,LA-ICP-MS,,,,,,,134.79,,,,,,20.9142779,,,,,,0.23,92.27272519,9.727305865,,0.71,,,1.57,,0.7,0.8,0.637565031,3.836778016,,12.32672065,3.41294702,12.06563621,,16.03706523,2.1433957,13200,5.857101683,,11.38100234,27.2426835
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,An134-B,LA-ICP-MS,,,,,,,67.87,,,,,,,,,,,,,108.0794004,0.583817988,,,,,0.47,,,,0.458599408,2.199752729,,11.40789474,4.408822138,17.25103505,,26.53827922,4.705263893,8600,0.514076551,,3.451278689,10.86825605
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Leningr-A,LA-ICP-MS,,,,,,,171.03,,,,,,19.12476751,,,,,,0.19,77.10033055,2.595744594,,,,,1.5,0.36,1.21,2.49,0.883642762,5.576117384,,11.9757085,2.987625355,9.372053547,,11.9168706,2.4087685,11100,1.643359465,1.42,24.59036066,49.61729397
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Leningr-B,LA-ICP-MS,,,,,,,103.86,,,,,,,,,,,,0.1,63.75023414,1.149672346,,0.56,,,0.74,,,0.54,0.290819137,2.169058505,,6.225303644,2.240719016,9.826028153,,16.91392716,3.664185982,11900,0.89331335,,5.433709602,16.96106627
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Leningr-C,LA-ICP-MS,,,,,,,61.77,,,,,,,,,,,,0.15,95.91732164,,,0.42,,,1.55,,,,0.436228705,1.943967528,,10.24129555,3.246967833,14.54736406,,28.10184025,6.440393745,8100,0.750046115,0.84,19.85512412,53.61055472
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Ruslov-1A,LA-ICP-MS,,,,,,,64.60430067,,,,,,5.377151258,,,,44.42901984,,0.204833452,253.9171674,9.556462484,,0.45249683,0.441467585,,2.870362703,0.04878841,0.648495046,1.322179284,1.17134868,8.459805539,,30.4487326,9.801518495,35.86260208,,43.94946448,7.605780907,11400,5.893860692,3.155825287,62.32281032,67.94879435
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Ruslov-2A,LA-ICP-MS,,,,,,,68.0833356,,,,,,5.074571652,,,,,,0.099245216,262.9974609,8.506500512,,0.41581691,,,2.802027116,0.043820584,0.525670665,1.371037727,1.123559558,9.655999022,,33.23518451,9.948893502,36.1528076,,41.53834176,7.828001456,11500,5.647345133,2.919686247,61.81679399,66.95023793
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Ruslov-1B,LA-ICP-MS,,,,,,,81.29,,,,,,7.637910284,,,,,,0.13,42.65788725,2.910108126,,0.22,0.04,,0.7,0.03,,0.3,0.167780271,1.023140804,,4.387651822,1.504186377,6.295114546,,9.560964447,1.878022899,10500,3.000184459,0.3,4.694149883,24.48445185
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Ruslov-2B,LA-ICP-MS,,,,,,,68.56,,,,,,7.60791849,,,,,,,49.00069323,2.999926278,,0.36,,,0.74,,0.33,,0.257263083,1.381240086,,5.120647773,1.732407758,7.092092189,,11.2090423,1.959676068,11100,3.177161632,0.25,4.776323185,26.97509386
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Ruslov-1C,LA-ICP-MS,,,,,,,30.51,,,,,,,,,,,,0.17,10.63175099,0.763454292,,0.52,,,0.35,,,0.4,,0.501338994,,,0.373453169,1.25095225,,2.831313229,0.520538956,11000,0.809038506,,1.386674473,4.929824479
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Ruslov-2C,LA-ICP-MS,,,,,,,67.4,,,,,,5.00862965,,,,,,0.12,161.2280874,4.230434961,,0.61,,,2.39,0.12,1.55,2.28,1.465281036,7.694018849,,21.58724696,6.327956481,21.73025117,,33.6905145,6.062747836,10800,3.539543463,0.99,21.72456674,51.53158907
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Dianga-1A,LA-ICP-MS,,,,,,,35.65,,,,,,9.36743709,,,,,,0.12,64.78723258,2.020908421,,,,,0.89,,0.52,1.11,0.54808222,3.304744798,,8.021659919,2.551929991,8.403574386,,9.867337894,1.673889975,12200,1.567512105,,5.485067916,9.900816595
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Dianga-2A,LA-ICP-MS,,,,,,,35.48,,,,,,5.388525711,,,,,,,61.9480718,1.706544889,,0.39,,,0.79,,0.78,0.75,0.536896868,3.284281982,,7.77388664,2.251092715,7.515801822,,10.5962954,1.745336498,11800,1.255695181,,5.05365808,9.314177774
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Dianga-1B,LA-ICP-MS,,,,,,,27.39,,,,,,,,,,,,,140.226352,2.425090105,,0.4,,,1.94,0.06,1.17,0.63,0.637565031,4.481356723,,15.63036437,5.529181646,20.15647254,,26.411504,4.654230662,11200,3.067604335,,10.06622951,21.86001502
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Dianga-2B,LA-ICP-MS,,,,,,,30.31,,,,,,4.528760941,,,,,,,21.15275457,2.200544725,,,,,0.87,,,,,0.798049827,,2.766801619,0.715785241,3.076939001,,4.099065421,0.683845295,10200,3.345711321,0.22,2.958238876,7.646888493
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Dianga-1C,LA-ICP-MS,,,,,,,41.74,,,,,,4.198851204,,,,,,0.14,194.4321734,4.068762287,,0.47,,,2.69,0.1,1.56,1.68,1.644246659,9.269655687,,25.00445344,7.697284768,25.4730196,,31.25009153,5.32786931,11600,4.618261471,,16.96878689,29.82595269
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Dianga-1D,LA-ICP-MS,,,,,,,61.46,,,,,,8.367710613,,,,,,0.1,118.9930539,10.29316022,,0.44,,,2.24,,0.4,1.21,0.7829746,4.675753476,,16.34271255,4.668164617,15.30398841,,16.88223336,2.755794471,14100,7.652155868,0.19,13.87701639,29.57894687
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Dianga-2D,LA-ICP-MS,,,,,,,59.5,,,,,,9.80731674,,,,,,0.28,94.8803232,7.616579292,,0.37,0.26,0.07,1.8,0.04,0.35,1.07,0.771789248,3.744695344,,12.5951417,3.506310312,12.06563621,,14.30447057,2.214842223,12600,5.857101683,0.27,11.51453396,25.41072367
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Podsn.-1A,LA-ICP-MS,,,,,,,42.72,,,,,,9.947278446,,,,,,0.17,43.20155633,2.119708388,,0.63,,,0.72,,,,0.201336326,1.657488103,,6.018825911,1.628670766,5.427518631,,7.680465363,1.224797543,13600,1.643359465,,2.105690867,6.185437394
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Podsn.-2A,LA-ICP-MS,,,,,,,42.6,,,,,,11.47685996,,,0.48,,,0.48,35.74120834,1.868217562,,0.58,1.02,,0.71,,,,0.201336326,1.432397126,,5.502631579,1.421196783,5.356900359,,6.053516716,1.143144373,12200,1.57593959,,2.064604215,5.310625117
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Podsn.-1B,LA-ICP-MS,,,,,,,50.37,,,,,,13.15640044,,,,37.86,,0.46,28.87486916,7.167488532,,0.31,3.11,0.09,1.44,0.09,0.62,0.44,0.23489238,1.176611925,,3.386234818,1.109985809,3.783121722,,5.609803449,0.939011449,12300,2.595665206,0.91,2.999325527,7.667472311
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,An Sh21-A,LA-ICP-MS,,,,,,,173.63,,,,,,21.52411105,,,,,,0.26,19.34052429,2.712508191,,,,,0.69,,,,,,,2.498380567,0.684664144,2.21943141,,3.972290201,0.418472494,14200,2.098443625,,1.664009368,5.794344847
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,An Sh21-B,LA-ICP-MS,,,,,,,157.61,,,,,,19.16475656,,,,,,0.17,54.98105316,2.299344692,,,,,0.92,,,,0.492155463,3.703769712,,7.46417004,2.105860927,6.849972399,,8.198130841,1.275830774,13200,1.997313811,,2.609002342,12.14445279
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Interk.-core,LA-ICP-MS,,,,,,,40.49,,,,,,13.47631291,,,,,,,48.97048939,2.622690039,,0.5,,,1.05,,0.31,0.47,0.402672651,2.465769338,,6.669230769,1.877639546,6.597764284,,8.32490606,1.357483943,12200,2.106871109,0.13,3.060955504,9.653810775
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Interk.-rim,LA-ICP-MS,,,,,,,34.01,,,,,,9.637363239,,,,,,,25.02891378,1.832290301,,0.28,,,0.69,,,,0.246077731,1.053835028,,2.859716599,0.923259224,3.278705493,,4.310357453,0.877771572,11800,1.449527323,,1.509934426,6.195729304
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Mir-core-1,LA-ICP-MS,,,,,,,48.18,,,,,,7.81786105,,,,,,,29.62996511,1.877199377,,2.09,,,0.88,,,0.49,0.23489238,0.900363908,,4.067611336,1.120359508,3.60153188,,7.025460064,1.316657358,10300,1.584367074,0.3,2.115962529,9.108339591
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Mir-core-2,LA-ICP-MS,,,,,,,50.72,,,,,,10.11723195,,,,,,,13.68233863,2.407126474,,2.61,,,0.73,,,,,0.613884483,,1.25951417,0.456442763,1.967223296,,3.338414105,0.673638648,11300,2.654657597,,1.622922717,7.091125399
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Mir-core-3,LA-ICP-MS,,,,,,,57.41,,,,,,10.42714716,,,,,,,29.70044073,2.065817497,,5.5,,,0.86,,0.63,,0.279633786,1.176611925,,3.303643725,0.933632923,4.257272978,,6.095775123,1.245210835,10800,1.65178695,,2.372754098,9.015712408
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Mir-rim-4,LA-ICP-MS,,,,,,,54.4,,,,,,,,,,,,,29.28765494,1.922108453,,3.02,,,0.83,,,,0.246077731,1.023140804,,3.551417004,1.172228004,3.964711565,,4.997056557,1.459550405,11100,1.702351856,0.67,2.280309133,9.314177774
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Mir-rim-5,LA-ICP-MS,,,,,,,62.62,,,,,,5.358533917,,,,,,,6.373009825,2.532871887,,4.46,,,0.42,,,,,,,0.846558704,0.197100284,0.766712669,,1.489608826,0.459299078,11100,2.477680424,,0.842276347,4.590191477
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Mir-rim-6,LA-ICP-MS,,,,,,,64.39,,,,,,7.218025164,,,,,,,6.23205858,2.487962811,,4.95,,,0.57,,,,,,,,0.228221381,0.796977643,,1.447350419,0.265372801,10300,2.384978095,,1.129882904,5.382668481
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Mir-rim-7,LA-ICP-MS,,,,,,,49.89,,,,,,8.377707877,,,,,,,25.4920393,2.20952654,,4.55,,,0.84,,,0.86,,0.767355603,,2.890688259,0.881764428,3.551090257,,6.01125831,1.235004189,11100,1.761344247,,1.879714286,8.583452225
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Mir-rim-8,LA-ICP-MS,,,,,,,56.73,,,,,,10.59710066,,,,,,,13.77295014,2.128690203,,4.07,0.92,,0.86,,,,,0.920826724,,1.32145749,0.48756386,1.583866961,,3.137686675,0.581778833,10600,2.292275767,,1.74618267,7.564553219
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Mir-rim-9,LA-ICP-MS,,,,,,,65.32,,,,,,8.737609409,,,,,,,13.17894133,2.299344692,,3.01,,,0.79,,,,,0.879901092,,1.858299595,0.518684957,2.118548165,,2.662279603,0.591985479,10600,2.595665206,,1.735911007,7.070541581
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Radiovol.-core,LA-ICP-MS,,,,,,,258.42,,,,,,6.148317834,,,,,,0.26,8.225511891,10.97577818,,,0.19,,2.35,,0.55,,,0.859438276,,1.269838057,0.280089877,1.129892354,,1.162106176,0.163306339,9200,11.23383675,,7.919451991,45.45936268
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Radiovol.-rim,LA-ICP-MS,,,,,,,214.56,,,,,,4.918654267,,,,,,0.2,9.91692682,11.11948722,,0.47,,0.06,2.09,0.05,,,0.246077731,0.767355603,,1.682793522,0.331958373,0.98865581,,0.79234512,0.183719631,7900,11.14956191,,8.196786885,47.63095551
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Nemag-B,LA-ICP-MS,,,,,,,343.49,,,,,,,,,,,,,79.20453126,1.76043578,,,,,1.04,,,,,,,12.25445344,2.282213813,13.29641181,,14.64253782,3.48046635,8900,2.115298593,,4.468173302,16.28180026
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Operator-3,LA-ICP-MS,,,,,,,104.78,,,,,,,,,,,,,22.43138371,1.338290465,,,,,0.67,,,,,,,2.312550607,0.695037843,3.167733922,,4.817458329,0.826738341,14000,1.668641918,,1.67428103,8.243819223
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Body N5,LA-ICP-MS,,,,,,,134.84,,,,,,5.718435449,,,,,0.59,,53.53126894,1.913126638,,,,,0.97,,,,0.413858003,2.076975833,,6.741497976,1.898386944,6.69864753,,10.65968301,1.908642837,10800,1.761344247,,3.862145199,11.62985733
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Vostok 6-A,LA-ICP-MS,,,,,,,92.39,,,,,,10.19721007,,,,,,,54.96091727,1.616726737,,0.88,,,0.75,,,,0.492155463,1.626793879,,6.999595142,2.012497635,6.597764284,,10.41669718,1.582030159,13200,1.449527323,,2.845250585,8.470241224
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Vostok 6-B,LA-ICP-MS,,,,,,,92.47,,,,,,,,,,,,0.55,59.29013406,0.987999672,,,0.9,,0.78,,,,,2.148595689,,6.865384615,2.240719016,9.53346674,,13.12123519,2.827240994,10300,0.884885866,,3.256117096,12.59729679
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,An74/853-B,LA-ICP-MS,,,,,,,97.88216842,,,,,,27.15941639,,,,,,,48.91954265,1.131311958,,,,,0.830774108,,,,,1.934969218,,5.321985713,1.958810417,5.811237511,,8.853539758,1.88720125,11600,1.232600505,,14.1718546,31.01437032
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,An74/853-C,LA-ICP-MS,,,,,,,40.75241074,,,,,,25.93341828,,,,,,0.091036164,20.79203549,0.899580197,,0.221302522,,,0.525315649,,,,0.154856883,0.899426413,,2.626231778,0.820639554,2.969332014,,4.106652826,0.677875706,11300,0.850201869,,3.182308865,10.18067808
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Krasnopr.,LA-ICP-MS,,,,,,,36.79203801,,,,,,11.23283527,,,,,,0.121288239,28.97113453,1.796828427,,0.364211035,,,0.525606389,,,,0.38528383,1.580703589,,3.137481304,1.204274788,3.658976025,,4.262227014,0.831616726,14200,1.74404431,,1.848645254,5.075591215
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,An Sh9-A,LA-ICP-MS,,,,,,,67.51317845,,,,,,23.73849463,,,,,,0.307340804,16.5509471,2.661315996,,,,0.162454264,0.677621301,,,,,,,1.453732666,0.411298987,2.473726684,,3.644851098,0.308636509,16800,2.159922311,,1.48785531,4.992517727
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,An Sh9-B,LA-ICP-MS,,,,,,,64.96281653,,,,,,19.17775828,,,,,,,11.16859344,2.059318984,,0.769598098,,,0.580566693,,,,,,,1.439367168,0.340037898,1.130905179,,1.84486597,0.257746663,12600,2.506140079,,1.082502809,4.187879725
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Chomur-1,LA-ICP-MS,,,,,,,137.1702318,,,,,,15.85567905,,,,,,0.10603467,306.2553553,0.670736563,,,,,13.07563265,0.165595638,1.316127375,1.370899386,0.939858643,9.442272403,,27.4844496,9.670676969,42.79813728,,79.00302428,17.69352273,9300,0.133038452,0.547995551,4.403590318,9.070276781
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Chomur-2,LA-ICP-MS,,,,,,,119.8139354,,,,,,,,,,,,,266.7830303,1.007367052,,,,0.162385,14.29519749,,1.112090983,,0.928538348,5.653114528,,27.12048123,8.701746034,39.26103098,,71.78398441,16.76610943,9400,0.197119917,0.690639954,6.551082521,9.125506529
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Chomur-3,LA-ICP-MS,,,,,,,138.0787196,,,,,,12.41268785,,,,,,,229.711425,0.860577336,,,,0.111026615,14.16060806,0.158018865,1.465703656,1.92248937,0.661946373,8.053540973,,22.00088891,7.63347953,30.33642382,,58.59658986,13.20000568,9500,0.109831234,0.440159839,4.146292325,8.692814715
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Chomur-4,LA-ICP-MS,,,,,,,269.6170804,,,,,,,,,,,,0.847261011,282.1207028,0.745035397,,,,0.506210307,20.16507683,1.38062808,,,,10.88563704,,27.49835118,9.287123894,38.27764567,,67.53442843,16.10059762,13000,,2.633842309,5.558025377,12.45098211
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Chomur-5,LA-ICP-MS,,,,,,,200.4546415,,,,,,25.26994646,,,,,,,710.8790036,0.781399388,,1.356867967,,,20.60807248,0.233082603,3.750228441,6.133666641,3.025075707,29.18063243,,69.91073326,23.72344111,100.0803373,,147.2561409,32.71397212,10400,0.26493425,1.876188673,17.5374618,20.44743145
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Chomur-6,LA-ICP-MS,,,,,,,161.1582274,,,,,,16.0223929,,,,,,,333.7257227,0.982008887,,,,0.130878213,14.3800037,0.12875794,1.835482194,1.94557807,1.021970992,9.419932314,,29.88647325,10.41120181,46.73030367,,83.24229488,18.56963432,8500,0.160469113,0.960401047,5.982108133,10.7090614
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Chomur-7,LA-ICP-MS,,,,,,,140.5481999,,,,,,14.07654015,,,,,,,325.4843294,0.950269497,,,,,11.95675586,0.122378154,1.256936404,2.389261206,0.868597832,10.2579428,,29.57708713,10.48980309,45.10296382,,77.76463418,18.46302301,8500,0.1523119,0.588131293,5.08021883,9.25296952
5,Belousova,Igneous,Kimberlite,,,volcanic,Kimberlite,Kimberlite,Laclan Fold Belt,Australia,Chomur-8,LA-ICP-MS,,,,,,,139.6489513,,,,,,7.160330493,,,,,,0.233213812,334.5717511,0.700330498,,0.46705354,,0.204460126,11.34901713,0.122786959,0.898634875,1.937965557,0.858086678,10.26814391,,30.71349839,10.51878109,45.15045753,,76.56727588,17.05317932,6000,0.133731062,1.010890066,6.95622317,10.0518564
